uniqueID,sample,year,sitecode,species_4code_IBP,territories,orig_site_name,revised_site_name,dominant_ELC_site_type,dominant_ELC_site_code,site_size_ha,lat_dd,long_dd,siteform,sp_common_name_uppercase_IBP,sp_scientific_name_IBP,species_4code_IBP,species_6code_IBP,species_4code_LPBBC,BOTW_reference,sp_weight_g,weight_reference,habitat_guild_BOTW,food_item_BOTW,nest_guild_BOTW,forage_behavior_BOTW,conservation_status_BOTW,food_foraging_guild_degraaf,habitat_foraging_guild_degraaf,behaviour_foraging_guild_degraaf,sp_common_name_uppercase_NHIC,sp_scientific_name_NHIC,sp_common_name_lowercase_NHIC,sp_common_name_noun_NHIC,sp_common_name_sentence_NHIC,sp_author_NHIC,sp_french_name_NHIC,sp_common_name_AOS,sp_french_name_AOS,sp_order_AOS,sp_family_AOS,sp_subfamily_name_AOS,sp_genus_AOS,sp_scientific_name_AOS,status_introduced_AOS,sp_common_name_PFN,sp_Ojibwe_name_PFN,sp_name_meaning_PFN,sp_latin_name_PFN,Breeding.Biome,Winter.Biome,Family,bird.group,Migrate,AI,native,popest,popestlci,popestuci,first_year_popest,last_year_popest,Pop.source,Trajectory_data_source,Trajectory_firstyear,Trajectory_lastyear,Loss_med,Loss_lci,Loss_uci,Loss_lqrt,Loss_uqrt,PopUsCa,PopLC95,PopUC95,TimeAdj.meanlog,TimeAdj.sdlog,Distance Adj.,Pair Adj.
1997_ROWB_AMRO,1997_ROWB,1997,ROWB,AMRO,1,Red Oak-White Birch Savannah,Red Oak - White Birch Savannah,Deciduous Woodland,WOD,8.9,42.54597306,-80.10934694,Terrestrial,American Robin,Turdus migratorius,AMRO,TURMIG,AMRO,"Vanderhoff, N., Pyle, P., Patten, M. A., Sallabanks, R., & James, F. C. (2020). American Robin (Turdus migratorius), version 1.0. Birds of the World. https://doi.org/10.2173/bow.amerob.01species_shared.bow.project_name",78.09,Long Point Bird Observatory,open woodlands,insects,tree,ground forager,low concern,Vermivore,ground,gleaner,American Robin,Turdus migratorius,american robin,American robin,American robin,"(Linnaeus, 1766)",Merle d'Amérique,American Robin,Merle d'Amérique,Passeriformes,Turdidae,0,Turdus,Turdus migratorius,0,American robin,O-pi'-che,0,Merula migratoria,Forest Generalist,Temperate North America,Turdidae,landbird,M,other,native,366076928,337429985,392723825,2006,2015,PIF0615,BBS7017,1970,2017,-20019406.37,-37111476.98,-3750046.45,-25820997.26,-14432668.61,366076928.5,337429984.5,392723824.5,0.816820459,0.040591642,200,2
1997_ROWB_COGR,1997_ROWB,1997,ROWB,COGR,1,Red Oak-White Birch Savannah,Red Oak - White Birch Savannah,Deciduous Woodland,WOD,8.9,42.54597306,-80.10934694,Terrestrial,Common Grackle,Quiscalus quiscula,COGR,QUIQUI,COGR,"Peer, B. D., & Bollinger, E. K. (2020). Common Grackle (Quiscalus quiscula), version 1.0. Birds of the World. https://doi.org/10.2173/bow.comgra.01species_shared.bow.project_name",110.56,Birds of the World,open woodlands,omnivore,tree,ground forager,common bird in steep decline,Omnivore,ground,forager,Common Grackle,Quiscalus quiscula,common grackle,common grackle,Common grackle,"(Linnaeus, 1758)",Quiscale bronzé,Common Grackle,Quiscale bronzé,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus quiscula,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,67132986,61123537,74085853,2006,2015,PIF0615,BBS7017,1970,2017,82979125.77,73933518.93,92454560.05,79756716.13,86273630.06,67132985.88,61123536.5,74085852.5,0.408425194,0.055505963,200,1.25
1997_ROWB_DOWO,1997_ROWB,1997,ROWB,DOWO,1,Red Oak-White Birch Savannah,Red Oak - White Birch Savannah,Deciduous Woodland,WOD,8.9,42.54597306,-80.10934694,Terrestrial,Downy Woodpecker,Dryobates pubescens,DOWO,DRYPUB,DOWO,"Jackson, J. A., & Ouellet, H. R. (2020). Downy Woodpecker (Dryobates pubescens), version 1.0. Birds of the World. https://doi.org/10.2173/bow.dowwoo.01species_shared.bow.project_name",26.91,Long Point Bird Observatory,forests,insects,cavity,bark forager,low concern,Insectivore,bark,gleaner,Downy Woodpecker,Dryobates pubescens,downy woodpecker,downy woodpecker,Downy woodpecker,"(Linnaeus, 1766)",Pic mineur,Downy Woodpecker,Pic mineur,Piciformes,Picidae,Picinae,Dryobates,Dryobates pubescens,0,Downy Woodpecker,Pa-pa'-se,"Cracking, from the noise the bird makes in pecking at trees. Picoides arcticus and Sphyrapicus varius occur, but are not distinguished from Picus Villosns",Picus villosus,Forest Generalist,Temperate North America,Picidae,landbird,R,other,native,13422111,12764602,14141250,2006,2015,PIF0615,BBS7017,1970,2017,-272579.7707,-1113823.719,535941.1548,-557745.5941,3753.167454,13422110.68,12764601.5,14141250,0.297784285,0.00653134,125,2
1997_ROWB_EWPW,1997_ROWB,1997,ROWB,EWPW,1,Red Oak-White Birch Savannah,Red Oak - White Birch Savannah,Deciduous Woodland,WOD,8.9,42.54597306,-80.10934694,Terrestrial,Eastern Whip-poor-will,Antrostomus vociferus,EWPW,ANTVOC,EWPW,"Cink, C. L., Pyle, P., & Patten, M. A. (2020). Eastern Whip-poor-will (Antrostomus vociferus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.whip-p1.01species_shared.bow.project_name",53.4,Long Point Bird Observatory,open woodlands,insects,ground,aerial forager,declining,Insectivore,air,screener,Eastern Whip-poor-will,Antrostomus vociferus,eastern whip-poor-will,eastern whip-poor-will,Eastern whip-poor-will,"(Wilson, 1812)",Engoulevent bois-pourri,Eastern Whip-poor-will,Engoulevent bois-pourri,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus vociferus,0,0,0,0,0,Eastern Forest,Mexico-Central America,Caprimulgidae,landbird,M,AI,native,1829892,1442373,2231099,2006,2015,PIF0615,BBS7017,1970,2017,4073303.177,3167558.722,5043394.939,3755959.657,4396909.548,1829892.412,1442373,2231098.5,3.32522679,0.00433927,300,2
1997_ROWB_NOCA,1997_ROWB,1997,ROWB,NOCA,1,Red Oak-White Birch Savannah,Red Oak - White Birch Savannah,Deciduous Woodland,WOD,8.9,42.54597306,-80.10934694,Terrestrial,Northern Cardinal,Cardinalis cardinalis,NOCA,CARCAI,NOCA,"Halkin, S. L., Shustack, D. P., DeVries, M. S., Jawor, J. M., & Linville, S. U. (2021). Northern Cardinal (Cardinalis cardinalis), version 2.0. Birds of the World. https://doi.org/10.2173/bow.norcar.02species_shared.bow.project_name",42.03,Long Point Bird Observatory,open woodlands,seeds,shrub,ground forager,low concern,Omnivore,ground,forager,Northern Cardinal,Cardinalis cardinalis,northern cardinal,northern cardinal,Northern cardinal,"(Linnaeus, 1758)",Cardinal rouge,Northern Cardinal,Cardinal rouge,Passeriformes,Cardinalidae,0,Cardinalis,Cardinalis cardinalis,0,0,0,0,0,Eastern Forest,Temperate North America,Cardinalidae,landbird,R,other,native,118228958,107977674,129207132,2006,2015,PIF0615,BBS7017,1970,2017,-11511445.41,-17729540.31,-5578104.101,-13610481.42,-9435178.934,118228958.3,107977674,129207131.5,0.866690425,0.028147857,200,2
1997_ROWB_RTHA,1997_ROWB,1997,ROWB,RTHA,1,Red Oak-White Birch Savannah,Red Oak - White Birch Savannah,Deciduous Woodland,WOD,8.9,42.54597306,-80.10934694,Terrestrial,Red-tailed Hawk,Buteo jamaicensis,RTHA,BUTJAM,RTHA,"Preston, C. R., & Beane, R. D. (2020). Red-tailed Hawk (Buteo jamaicensis), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rethaw.01species_shared.bow.project_name",1126,Birds of the World,forests,small animals,tree,soaring,low concern,Carnivore,ground,hawker,Red-tailed Hawk,Buteo jamaicensis,red-tailed hawk,red-tailed hawk,Red-tailed hawk,"(Gmelin, 1788)",Buse à queue rousse,Red-tailed Hawk,Buse à queue rousse,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo jamaicensis,0,Red-tailed hawk,Mis'qua-na-ni'-si,small red hawk,Buteo borealis,Habitat Generalist,Widespread,Accipitridae,landbird,M,other,native,2808115,2579824,3052334,2006,2015,PIF0615,BBS7017,1970,2017,-1649717.682,-1868102.332,-1451141.522,-1724720.45,-1577264.274,2808115.479,2579824,3052334,0.437107989,0.008314715,300,1.25
1997_ROWB_RTHU,1997_ROWB,1997,ROWB,RTHU,1,Red Oak-White Birch Savannah,Red Oak - White Birch Savannah,Deciduous Woodland,WOD,8.9,42.54597306,-80.10934694,Terrestrial,Ruby-throated Hummingbird,Archilochus colubris,RTHU,ARCCOL,RTHU,"Weidensaul, S., Robinson, T. R., Sargent, R. R., Sargent, M. B., & Zenzal, T. J. (2020). Ruby-throated Hummingbird (Archilochus colubris), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rthhum.01species_shared.bow.project_name",3.2,Birds of the World,open woodlands,nectar,tree,hovering,low concern,Omnivore,floral,hover-gleaner,Ruby-throated Hummingbird,Archilochus colubris,ruby-throated hummingbird,ruby-throated hummingbird,Ruby-throated hummingbird,"(Linnaeus, 1758)",Colibri à gorge rubis,Ruby-throated Hummingbird,Colibri à gorge rubis,Apodiformes,Trochilidae,Trochilinae,Archilochus,Archilochus colubris,0,0,0,0,0,Eastern Forest,Mexico-Central America,Trochilidae,landbird,M,other,native,35777111,31236693,40921667,2006,2015,PIF0615,BBS7017,1970,2017,-17301713.5,-20866674.69,-14105515.55,-18484655.78,-16147615.86,35777111.08,31236693,40921666.5,0.296114683,0.004821445,50,2
1997_ROWB_SOSP,1997_ROWB,1997,ROWB,SOSP,1,Red Oak-White Birch Savannah,Red Oak - White Birch Savannah,Deciduous Woodland,WOD,8.9,42.54597306,-80.10934694,Terrestrial,Song Sparrow,Melospiza melodia,SOSP,MELMEL,SOSP,"Arcese, P., Sogge, M. K., Marr, A. B., & Patten, M. A. (2020). Song Sparrow (Melospiza melodia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sonspa.01species_shared.bow.project_name",20.68,Birds of the World,open woodlands,insects,shrub,ground forager,low concern,Omnivore,lower-canopyforager,ground,Song Sparrow,Melospiza melodia,song sparrow,song sparrow,Song sparrow,"(Wilson, 1810)",Bruant chanteur,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,0,Melospiza,Melospiza melodia,0,0,0,0,0,Habitat Generalist,Temperate North America,Passerellidae,landbird,M,other,native,126053605,118934257,133938545,2006,2015,PIF0615,BBS7017,1970,2017,55082452.28,44568048.84,65846626.07,51610368.03,58699961.08,126053605,118934257,133938545,0.377871011,0.025177923,125,2
1997_ROWP_RWBL,1997_ROWP,1997,ROWP,RWBL,22,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
1997_ROWP_TRES,1997_ROWP,1997,ROWP,TRES,14,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Tree Swallow,Tachycineta bicolor,TRES,TACBIC,TRES,"Winkler, D. W., Hallinger, K. K., Ardia, D. R., Robertson, R. J., Stutchbury, B. J., & Cohen, R. R. (2020). Tree Swallow (Tachycineta bicolor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.treswa.01species_shared.bow.project_name",21.55,Long Point Bird Observatory,lakes and ponds,insects,cavity,aerial forager,low concern,Insectivore,air,screener,Tree Swallow,Tachycineta bicolor,tree swallow,tree swallow,Tree swallow,"(Vieillot, 1808)",Hirondelle bicolore,Tree Swallow,Hirondelle bicolore,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta bicolor,0,0,0,0,0,Habitat Generalist,Widespread,Hirundinidae,landbird,M,AI,native,18581775,16732180,20563777,2006,2015,PIF0615,BBS7017,1970,2017,12732185.49,10394535.39,15211117.96,11947497.3,13571231.65,18581775.27,16732180,20563777,0.136023938,0.016419183,200,1.75
1997_ROWP_YEWA,1997_ROWP,1997,ROWP,YEWA,11,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Yellow Warbler,Setophaga petechia,YEWA,SETPET,YWAR,"Lowther, P. E., Celada, C., Klein, N. K., Rimmer, C. C., & Spector, D. A. (2020). Yellow Warbler (Setophaga petechia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.yelwar.01species_shared.bow.project_name",9.73,Long Point Bird Observatory,open woodlands,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,Yellow Warbler,Setophaga petechia,yellow warbler,yellow warbler,Yellow warbler,"(Linnaeus, 1766)",Paruline jaune,Yellow Warbler,Paruline jaune,Passeriformes,Parulidae,0,Setophaga,Setophaga petechia,0,0,0,0,0,Forest Generalist,Widespread Neotropical,Parulidae,landbird,M,other,native,92640979,83231903,102629283,2006,2015,PIF0615,BBS7017,1970,2017,30516332.67,22777261.24,38840679.84,27767230.55,33373984.04,92640979.34,83231903,102629282.5,0.100828316,0.012896374,125,2
1997_ROWP_SOSP,1997_ROWP,1997,ROWP,SOSP,10,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Song Sparrow,Melospiza melodia,SOSP,MELMEL,SOSP,"Arcese, P., Sogge, M. K., Marr, A. B., & Patten, M. A. (2020). Song Sparrow (Melospiza melodia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sonspa.01species_shared.bow.project_name",20.68,Birds of the World,open woodlands,insects,shrub,ground forager,low concern,Omnivore,lower-canopyforager,ground,Song Sparrow,Melospiza melodia,song sparrow,song sparrow,Song sparrow,"(Wilson, 1810)",Bruant chanteur,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,0,Melospiza,Melospiza melodia,0,0,0,0,0,Habitat Generalist,Temperate North America,Passerellidae,landbird,M,other,native,126053605,118934257,133938545,2006,2015,PIF0615,BBS7017,1970,2017,55082452.28,44568048.84,65846626.07,51610368.03,58699961.08,126053605,118934257,133938545,0.377871011,0.025177923,125,2
1997_ROWP_EAWP,1997_ROWP,1997,ROWP,EAWP,6,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Eastern Wood-Pewee,Contopus virens,EAWP,CONVIR,EAWP,"Watt, D. J., McCarty, J. P., Kendrick, S. W., Newell, F. L., & Pyle, P. (2020). Eastern Wood-Pewee (Contopus virens), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eawpew.01species_shared.bow.project_name",14.1,Long Point Bird Observatory,forests,insects,tree,flycatching,low concern,Insectivore,air,sallier,Eastern Wood-pewee,Contopus virens,eastern wood-pewee,eastern wood-pewee,Eastern wood-pewee,"(Linnaeus, 1766)",Pioui de l'Est,Eastern Wood-Pewee,Pioui de l'Est,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus virens,0,0,0,0,0,Eastern Forest,South America,Tyrannidae,landbird,M,AI,native,6454082,5897588,7036229,2006,2015,PIF0615,BBS7017,1970,2017,5199068.396,4563751.338,5878004.75,4979383.189,5432502.567,6454082.25,5897587.5,7036229,0.110277554,0.008288144,200,2
1997_ROWP_BAOR,1997_ROWP,1997,ROWP,BAOR,5,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Baltimore Oriole,Icterus galbula,BAOR,ICTGAL,BAOR,"Rising, J. D., & Flood, N. J. (2020). Baltimore Oriole (Icterus galbula), version 1.0. Birds of the World. https://doi.org/10.2173/bow.balori.01species_shared.bow.project_name",34.12,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Omnivore,upper-canopy,forager,Baltimore Oriole,Icterus galbula,baltimore oriole,Baltimore oriole,Baltimore oriole,"(Linnaeus, 1758)",Oriole de Baltimore,Baltimore Oriole,Oriole de Baltimore,Passeriformes,Icteridae,Icterinae,Icterus,Icterus galbula,0,Baltimore Oriole,"Wa-do'-pi-bi-ne'-shi, Wadopi bineshi ",Poplar or willow bird; from its nesting on the boughs of these trees,Icterrus galbula,Eastern Forest,Widespread Neotropical,Icteridae,landbird,M,other,native,11806532,10808329,12963225,2006,2015,PIF0615,BBS7017,1970,2017,8601410.806,7298291.343,10020637.07,8136466.436,9067441.416,11806531.88,10808328.5,12963225,0.141448158,0.008339067,125,1.75
1997_ROWP_COYE,1997_ROWP,1997,ROWP,COYE,5,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Common Yellowthroat,Geothlypis trichas,COYE,GEOTRI,COYE,"Guzy, M. J., & Ritchison, G. (2020). Common Yellowthroat (Geothlypis trichas), version 1.0. Birds of the World. https://doi.org/10.2173/bow.comyel.01species_shared.bow.project_name",10.46,Long Point Bird Observatory,scrub,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,Common Yellowthroat,Geothlypis trichas,common yellowthroat,common yellowthroat,Common yellowthroat,"(Linnaeus, 1766)",Paruline masquée,Common Yellowthroat,Paruline masquée,Passeriformes,Parulidae,0,Geothlypis,Geothlypis trichas,0,0,0,0,0,Habitat Generalist,Widespread,Parulidae,landbird,M,other,native,75588462,70946562,80532206,2006,2015,PIF0615,BBS7017,1970,2017,35511230.11,29832666.32,41334660.23,33528490.82,37463004.49,75588461.56,70946561.5,80532205.5,0.105097389,0.010027601,125,2
1997_ROWP_EAKI,1997_ROWP,1997,ROWP,EAKI,4,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Eastern Kingbird,Tyrannus tyrannus,EAKI,TYRTYR,EAKI,"Murphy, M. T., & Pyle, P. (2020). Eastern Kingbird (Tyrannus tyrannus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.easkin.01species_shared.bow.project_name",39.5,Long Point Bird Observatory,grasslands,insects,tree,flycatching,low concern,Insectivore,air,sallier,Eastern Kingbird,Tyrannus tyrannus,eastern kingbird,eastern kingbird,Eastern kingbird,"(Linnaeus, 1758)",Tyran tritri,Eastern Kingbird,Tyran tritri,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus tyrannus,0,0,0,0,0,Grassland,South America,Tyrannidae,landbird,M,AI,native,25924168,24123810,27704273,2006,2015,PIF0615,BBS7017,1970,2017,17516040.08,15312357.16,19904184.33,16740968.55,18314825.8,25924167.79,24123809.5,27704273,0.144573269,0.008622775,125,1.75
1997_ROWP_EUST,1997_ROWP,1997,ROWP,EUST,3,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,European Starling,Sturnus vulgaris,EUST,STUVUL,EUST,"Cabe, P. R. (2020). European Starling (Sturnus vulgaris), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eursta.01species_shared.bow.project_name",77.07,Birds of the World,towns,insects,cavity,ground forager,low concern,Omnivore,ground,forager,European Starling,Sturnus vulgaris,european starling,european starling,European starling,"(Linnaeus, 1758)",Étourneau sansonnet,European Starling,Étourneau sansonnet,Passeriformes,Sturnidae,0,Sturnus,Sturnus vulgaris,I,0,0,0,0,Introduced,Introduced,Sturnidae,other,Introduced,other,Introduced,93371907,85941592,102256039,2006,2015,PIF0615,BBS7017,1970,2017,83350978.13,72594864.68,94770107,79563581.94,87124508.54,93371906.9,85941592,102256038.5,0.455644428,0.068393305,200,1
1997_ROWP_COGR,1997_ROWP,1997,ROWP,COGR,2,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Common Grackle,Quiscalus quiscula,COGR,QUIQUI,COGR,"Peer, B. D., & Bollinger, E. K. (2020). Common Grackle (Quiscalus quiscula), version 1.0. Birds of the World. https://doi.org/10.2173/bow.comgra.01species_shared.bow.project_name",110.56,Birds of the World,open woodlands,omnivore,tree,ground forager,common bird in steep decline,Omnivore,ground,forager,Common Grackle,Quiscalus quiscula,common grackle,common grackle,Common grackle,"(Linnaeus, 1758)",Quiscale bronzé,Common Grackle,Quiscale bronzé,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus quiscula,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,67132986,61123537,74085853,2006,2015,PIF0615,BBS7017,1970,2017,82979125.77,73933518.93,92454560.05,79756716.13,86273630.06,67132985.88,61123536.5,74085852.5,0.408425194,0.055505963,200,1.25
1997_ROWP_NOCA,1997_ROWP,1997,ROWP,NOCA,2,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Northern Cardinal,Cardinalis cardinalis,NOCA,CARCAI,NOCA,"Halkin, S. L., Shustack, D. P., DeVries, M. S., Jawor, J. M., & Linville, S. U. (2021). Northern Cardinal (Cardinalis cardinalis), version 2.0. Birds of the World. https://doi.org/10.2173/bow.norcar.02species_shared.bow.project_name",42.03,Long Point Bird Observatory,open woodlands,seeds,shrub,ground forager,low concern,Omnivore,ground,forager,Northern Cardinal,Cardinalis cardinalis,northern cardinal,northern cardinal,Northern cardinal,"(Linnaeus, 1758)",Cardinal rouge,Northern Cardinal,Cardinal rouge,Passeriformes,Cardinalidae,0,Cardinalis,Cardinalis cardinalis,0,0,0,0,0,Eastern Forest,Temperate North America,Cardinalidae,landbird,R,other,native,118228958,107977674,129207132,2006,2015,PIF0615,BBS7017,1970,2017,-11511445.41,-17729540.31,-5578104.101,-13610481.42,-9435178.934,118228958.3,107977674,129207131.5,0.866690425,0.028147857,200,2
1997_ROWP_REVI,1997_ROWP,1997,ROWP,REVI,2,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Red-eyed Vireo,Vireo olivaceus,REVI,VIROLI,REVI,"Cimprich, D. A., Moore, F. R., & Guilfoyle, M. P. (2020). Red-eyed Vireo (Vireo olivaceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.reevir1.01species_shared.bow.project_name",17.29,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Red-eyed Vireo,Vireo olivaceus,red-eyed vireo,red-eyed vireo,Red-eyed vireo,"(Linnaeus, 1766)",Viréo aux yeux rouges,Red-eyed Vireo,Viréo aux yeux rouges,Passeriformes,Vireonidae,0,Vireo,Vireo olivaceus,0,0,0,0,0,Forest Generalist,South America,Vireonidae,landbird,M,other,native,130756817,121405110,141235333,2006,2015,PIF0615,BBS7017,1970,2017,-43805241.4,-53622217.41,-34563497.6,-47056909.56,-40543275.48,130756816.5,121405109.5,141235332.5,0.250511261,0.017879662,125,2
1997_ROWP_WAVI,1997_ROWP,1997,ROWP,WAVI,2,Red Oak-White Pine Savannah,Red Oak - White Pine Savannah,Shallow Marsh,MAS,11.4,42.55255472,-80.22009889,Wetland,Warbling Vireo,Vireo gilvus,WAVI,VIRGIL,WAVI,"Gardali, T., & Ballard, G. (2020). Warbling Vireo (Vireo gilvus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.warvir.01species_shared.bow.project_name",13.47,Long Point Bird Observatory,open woodlands,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Warbling Vireo,Vireo gilvus,warbling vireo,warbling vireo,Warbling vireo,"(Vieillot, 1808)",Viréo mélodieux,Warbling Vireo,Viréo mélodieux,Passeriformes,Vireonidae,0,Vireo,Vireo gilvus,0,0,0,0,0,Forest Generalist,Mexico-Central America,Vireonidae,landbird,M,other,native,52333042,46022570,58752802,2006,2015,PIF0615,BBS7017,1970,2017,-18692213.02,-24456664.29,-13608074.19,-20553992.2,-16923163.59,52333041.82,46022569.5,58752802,0.230417562,0.011166342,125,2
