Orig Line,Full Site Name,Year at size,Area (ha) in year,Stage,Year,Species,# Territories,Number of visits,Census hours,Author1,Author2,Author3,Author4,Author5,Author6,Notes
832,Red Oak - White Birch Savannah,1991,10.00,Late,1994,REVI,4.0,12,42.70,P. Prior,,,,,,
833,Red Oak - White Birch Savannah,1991,10.00,Late,1994,AMRO,3.0,12,42.70,P. Prior,,,,,,
834,Red Oak - White Birch Savannah,1991,10.00,Late,1994,GRCA,3.0,12,42.70,P. Prior,,,,,,
835,Red Oak - White Birch Savannah,1991,10.00,Late,1994,MODO,3.0,12,42.70,P. Prior,,,,,,
836,Red Oak - White Birch Savannah,1991,10.00,Late,1994,SOSP,3.0,12,42.70,P. Prior,,,,,,
837,Red Oak - White Birch Savannah,1991,10.00,Late,1994,COGR,2.0,12,42.70,P. Prior,,,,,,
838,Red Oak - White Birch Savannah,1991,10.00,Late,1994,DOWO,2.0,12,42.70,P. Prior,,,,,,
839,Red Oak - White Birch Savannah,1991,10.00,Late,1994,EAKI,2.0,12,42.70,P. Prior,,,,,,
840,Red Oak - White Birch Savannah,1991,10.00,Late,1994,EWPW,2.0,12,42.70,P. Prior,,,,,,
841,Red Oak - White Birch Savannah,1991,10.00,Late,1994,GCFL,2.0,12,42.70,P. Prior,,,,,,
842,Red Oak - White Birch Savannah,1991,10.00,Late,1994,YSFL,2.0,12,42.70,P. Prior,,,,,,
843,Red Oak - White Birch Savannah,1991,10.00,Late,1994,YBCU,2.0,12,42.70,P. Prior,,,,,,
844,Red Oak - White Birch Savannah,1991,10.00,Late,1994,BGGN,1.5,12,42.70,P. Prior,,,,,,
845,Red Oak - White Birch Savannah,1991,10.00,Late,1994,AMRE,1.0,12,42.70,P. Prior,,,,,,
846,Red Oak - White Birch Savannah,1991,10.00,Late,1994,BCCH,1.0,12,42.70,P. Prior,,,,,,
847,Red Oak - White Birch Savannah,1991,10.00,Late,1994,BLJA,1.0,12,42.70,P. Prior,,,,,,
848,Red Oak - White Birch Savannah,1991,10.00,Late,1994,CHSP,1.0,12,42.70,P. Prior,,,,,,
849,Red Oak - White Birch Savannah,1991,10.00,Late,1994,RTHU,1.0,12,42.70,P. Prior,,,,,,
850,Red Oak - White Birch Savannah,1991,10.00,Late,1994,RBWO,0.5,12,42.70,P. Prior,,,,,,
851,Red Oak - White Pine Savannah,1991,11.00,Late,1994,TRES,17.0,11,33.90,M. Drenth,,,,,,
852,Red Oak - White Pine Savannah,1991,11.00,Late,1994,RWBL,16.0,11,33.90,M. Drenth,,,,,,
853,Red Oak - White Pine Savannah,1991,11.00,Late,1994,SOSP,8.0,11,33.90,M. Drenth,,,,,,
854,Red Oak - White Pine Savannah,1991,11.00,Late,1994,EAWP,6.0,11,33.90,M. Drenth,,,,,,
855,Red Oak - White Pine Savannah,1991,11.00,Late,1994,YWAR,5.5,11,33.90,M. Drenth,,,,,,
856,Red Oak - White Pine Savannah,1991,11.00,Late,1994,BAOR,5.0,11,33.90,M. Drenth,,,,,,
857,Red Oak - White Pine Savannah,1991,11.00,Late,1994,EUST,5.0,11,33.90,M. Drenth,,,,,,
858,Red Oak - White Pine Savannah,1991,11.00,Late,1994,COGR,4.0,11,33.90,M. Drenth,,,,,,
859,Red Oak - White Pine Savannah,1991,11.00,Late,1994,COYE,3.0,11,33.90,M. Drenth,,,,,,
860,Red Oak - White Pine Savannah,1991,11.00,Late,1994,EAKI,3.0,11,33.90,M. Drenth,,,,,,
861,Red Oak - White Pine Savannah,1991,11.00,Late,1994,MAWR,1.5,11,33.90,M. Drenth,,,,,,
862,Red Oak - White Pine Savannah,1991,11.00,Late,1994,YSFL,2.0,11,33.90,M. Drenth,,,,,,
863,Red Oak - White Pine Savannah,1991,11.00,Late,1994,AMRO,1.0,11,33.90,M. Drenth,,,,,,
864,Red Oak - White Pine Savannah,1991,11.00,Late,1994,DOWO,1.0,11,33.90,M. Drenth,,,,,,
865,Red Oak - White Pine Savannah,1991,11.00,Late,1994,GHOW,1.0,11,33.90,M. Drenth,,,,,,
866,Red Oak - White Pine Savannah,1991,11.00,Late,1994,HOWR,1.0,11,33.90,M. Drenth,,,,,,
867,Red Oak - White Pine Savannah,1991,11.00,Late,1994,RHWO,1.0,11,33.90,M. Drenth,,,,,,
868,Red Oak - White Pine Savannah,1991,11.00,Late,1994,MODO,0.5,11,33.90,M. Drenth,,,,,,
869,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,RWBL,12.0,8,21.00,G. Gibson,,,,,,
870,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,SOSP,10.0,8,21.00,G. Gibson,,,,,,
871,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,FISP,7.5,8,21.00,G. Gibson,,,,,,
872,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,EAKI,3.0,8,21.00,G. Gibson,,,,,,
873,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,KILL,3.0,8,21.00,G. Gibson,,,,,,
874,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,TRES,3.0,8,21.00,G. Gibson,,,,,,
875,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,COYE,2.0,8,21.00,G. Gibson,,,,,,
876,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,EAME,2.0,8,21.00,G. Gibson,,,,,,
877,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,NRWS,2.0,8,21.00,G. Gibson,,,,,,
878,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,BHCO,1.0,8,21.00,G. Gibson,,,,,,
879,Bluegrass - Milkweed Grassland,1991,10.50,Disturbed,1995,YWAR,1.0,8,21.00,G. Gibson,,,,,,
880,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,SOSP,11.0,10,31.00,S. Gustafson,,,,,,
881,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,CHSP,8.0,10,31.00,S. Gustafson,,,,,,
882,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,TRES,6.0,10,31.00,S. Gustafson,,,,,,
883,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,FISP,4.0,10,31.00,S. Gustafson,,,,,,
884,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,BHCO,2.0,10,31.00,S. Gustafson,,,,,,
885,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,BRTH,2.0,10,31.00,S. Gustafson,,,,,,
886,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,KILL,2.0,10,31.00,S. Gustafson,,,,,,
887,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,NOMO,1.0,10,31.00,S. Gustafson,,,,,,
888,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,NRWS,1.0,10,31.00,S. Gustafson,,,,,,
889,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,1995,RWBL,1.0,10,31.00,S. Gustafson,,,,,,
890,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,TRES,22.0,10,30.50,S. Gustafson,,,,,,
891,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,EUST,6.0,10,30.50,S. Gustafson,,,,,,
892,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,SOSP,5.5,10,30.50,S. Gustafson,,,,,,
893,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,CHSP,5.0,10,30.50,S. Gustafson,,,,,,
894,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,FISP,3.0,10,30.50,S. Gustafson,,,,,,
895,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,HOWR,2.5,10,30.50,S. Gustafson,,,,,,
896,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,BHCO,2.0,10,30.50,S. Gustafson,,,,,,
897,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,EAKI,2.0,10,30.50,S. Gustafson,,,,,,
898,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,KILL,2.0,10,30.50,S. Gustafson,,,,,,
899,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,NRWS,2.0,10,30.50,S. Gustafson,,,,,,
900,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,RWBL,2.0,10,30.50,S. Gustafson,,,,,,
901,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,SPSA,2.0,10,30.50,S. Gustafson,,,,,,
902,Intergrading Dune - Swale Savannah,1991,11.00,Early,1995,COGR,1.0,10,30.50,S. Gustafson,,,,,,
903,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,HOWR,22.5,12,40.00,G. Gibson,,,,,,
904,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,SOSP,9.0,12,40.00,G. Gibson,,,,,,
905,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,CHSP,6.5,12,40.00,G. Gibson,,,,,,
906,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,EATO,6.0,12,40.00,G. Gibson,,,,,,
907,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,BAOR,5.5,12,40.00,G. Gibson,,,,,,
908,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,BHCO,4.0,12,40.00,G. Gibson,,,,,,
909,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,COYE,4.0,12,40.00,G. Gibson,,,,,,
910,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,GRCA,4.0,12,40.00,G. Gibson,,,,,,
911,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,RWBL,3.5,12,40.00,G. Gibson,,,,,,
912,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,BLJA,3.0,12,40.00,G. Gibson,,,,,,
913,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,COGR,3.0,12,40.00,G. Gibson,,,,,,
914,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,EAKI,3.0,12,40.00,G. Gibson,,,,,,
915,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,EAWP,3.0,12,40.00,G. Gibson,,,,,,
916,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,GCFL,3.0,12,40.00,G. Gibson,,,,,,
917,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,NOCA,3.0,12,40.00,G. Gibson,,,,,,
918,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,AMRO,2.0,12,40.00,G. Gibson,,,,,,
919,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,BCCH,2.0,12,40.00,G. Gibson,,,,,,
920,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,EWPW,2.0,12,40.00,G. Gibson,,,,,,
921,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,MODO,2.0,12,40.00,G. Gibson,,,,,,
922,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,TRES,2.0,12,40.00,G. Gibson,,,,,,
923,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,YWAR,2.0,12,40.00,G. Gibson,,,,,,
924,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,AMGO,1.0,12,40.00,G. Gibson,,,,,,
925,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,BRTH,1.0,12,40.00,G. Gibson,,,,,,
926,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,CARW,1.0,12,40.00,G. Gibson,,,,,,
927,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,CWWI,1.0,12,40.00,G. Gibson,,,,,,
928,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,FISP,1.0,12,40.00,G. Gibson,,,,,,
929,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,WEVI,1.0,12,40.00,G. Gibson,,,,,,
930,White Pine - White Cedar Savannah,1991,9.25,Middle,1995,YSFL,0.5,12,40.00,G. Gibson,,,,,,
931,Dry Cottonwood Sand Dune,1991,10.00,Early,1996,TRES,6.5,10,29.75,C. Murphy,,,,,,
932,Dry Cottonwood Sand Dune,1991,10.00,Early,1996,SOSP,3.5,10,29.75,C. Murphy,,,,,,
933,Dry Cottonwood Sand Dune,1991,10.00,Early,1996,EAKI,2.5,10,29.75,C. Murphy,,,,,,
934,Dry Cottonwood Sand Dune,1991,10.00,Early,1996,CHSP,1.0,10,29.75,C. Murphy,,,,,,
935,Dry Cottonwood Sand Dune,1991,10.00,Early,1996,FISP,0.5,10,29.75,C. Murphy,,,,,,
936,Dry Cottonwood Sand Dune,1991,10.00,Early,1996,SPSA,0.5,10,29.75,C. Murphy,,,,,,
937,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,BCCH,+,11,48.50,A. Ogden,R. Gutsell,,,,,
938,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,RBWO,+,11,48.50,A. Ogden,R. Gutsell,,,,,
939,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,RWBL,14.0,11,48.50,A. Ogden,R. Gutsell,,,,,
940,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,HOWR,13.5,11,48.50,A. Ogden,R. Gutsell,,,,,
941,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,COYE,9.5,11,48.50,A. Ogden,R. Gutsell,,,,,
942,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,YWAR,9.5,11,48.50,A. Ogden,R. Gutsell,,,,,
943,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,TRES,8.0,11,48.50,A. Ogden,R. Gutsell,,,,,
944,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,SOSP,7.0,11,48.50,A. Ogden,R. Gutsell,,,,,
945,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,AMRE,5.5,11,48.50,A. Ogden,R. Gutsell,,,,,
946,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,BAOR,5.5,11,48.50,A. Ogden,R. Gutsell,,,,,
947,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,EAKI,5.5,11,48.50,A. Ogden,R. Gutsell,,,,,
948,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,EAWP,5.5,11,48.50,A. Ogden,R. Gutsell,,,,,
949,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,WAVI,5.0,11,48.50,A. Ogden,R. Gutsell,,,,,
950,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,MODO,4.0,11,48.50,A. Ogden,R. Gutsell,,,,,
951,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,REVI,4.0,11,48.50,A. Ogden,R. Gutsell,,,,,
952,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,COGR,3.0,11,48.50,A. Ogden,R. Gutsell,,,,,
953,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,BGGN,2.0,11,48.50,A. Ogden,R. Gutsell,,,,,
954,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,EUST,2.0,11,48.50,A. Ogden,R. Gutsell,,,,,
955,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,BHCO,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
956,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,BLJA,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
957,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,EATO,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
958,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,EWPW,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
959,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,GCFL,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
960,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,GRCA,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
961,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,YSFL,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
962,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,RTHU,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
963,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,WBNU,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
964,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,YBCU,1.0,11,48.50,A. Ogden,R. Gutsell,,,,,
965,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,FISP,0.5,11,48.50,A. Ogden,R. Gutsell,,,,,
966,Red Ash - Red Oak Savannah,1991,10.25,Late,1996,INBU,0.5,11,48.50,A. Ogden,R. Gutsell,,,,,
967,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,GHOW,+,10,39.50,R. Gutsell,A. Ogden,,,,,
968,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,RWBL,28.0,10,39.50,R. Gutsell,A. Ogden,,,,,
969,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,YWAR,18.0,10,39.50,R. Gutsell,A. Ogden,,,,,
970,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,COYE,14.0,10,39.50,R. Gutsell,A. Ogden,,,,,
971,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,SOSP,11.0,10,39.50,R. Gutsell,A. Ogden,,,,,
972,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,HOWR,10.0,10,39.50,R. Gutsell,A. Ogden,,,,,
973,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,EAWP,9.5,10,39.50,R. Gutsell,A. Ogden,,,,,
974,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,TRES,9.0,10,39.50,R. Gutsell,A. Ogden,,,,,
975,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,WAVI,7.0,10,39.50,R. Gutsell,A. Ogden,,,,,
976,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,SWSP,4.5,10,39.50,R. Gutsell,A. Ogden,,,,,
977,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,BAOR,3.5,10,39.50,R. Gutsell,A. Ogden,,,,,
978,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,EUST,3.5,10,39.50,R. Gutsell,A. Ogden,,,,,
979,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,EAKI,3.0,10,39.50,R. Gutsell,A. Ogden,,,,,
980,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,MAWR,3.0,10,39.50,R. Gutsell,A. Ogden,,,,,
981,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,REVI,3.0,10,39.50,R. Gutsell,A. Ogden,,,,,
982,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,AMRE,2.5,10,39.50,R. Gutsell,A. Ogden,,,,,
983,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,COGR,2.0,10,39.50,R. Gutsell,A. Ogden,,,,,
984,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,AMWO,1.0,10,39.50,R. Gutsell,A. Ogden,,,,,
985,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,DOWO,1.0,10,39.50,R. Gutsell,A. Ogden,,,,,
986,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,EWPW,1.0,10,39.50,R. Gutsell,A. Ogden,,,,,
987,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,GRCA,1.0,10,39.50,R. Gutsell,A. Ogden,,,,,
988,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,LEFL,1.0,10,39.50,R. Gutsell,A. Ogden,,,,,
989,Red Oak - Ironwood Savannah,1991,12.00,Late,1996,YSFL,1.0,10,39.50,R. Gutsell,A. Ogden,,,,,
990,Tamarack Slough,1991,8.75,Middle,1996,RWBL,18.0,12,43.00,G. Gibson,,,,,,
991,Tamarack Slough,1991,8.75,Middle,1996,YWAR,17.0,12,43.00,G. Gibson,,,,,,
992,Tamarack Slough,1991,8.75,Middle,1996,COYE,15.0,12,43.00,G. Gibson,,,,,,
993,Tamarack Slough,1991,8.75,Middle,1996,HOWR,13.0,12,43.00,G. Gibson,,,,,,
994,Tamarack Slough,1991,8.75,Middle,1996,GRCA,10.0,12,43.00,G. Gibson,,,,,,
995,Tamarack Slough,1991,8.75,Middle,1996,SOSP,10.0,12,43.00,G. Gibson,,,,,,
996,Tamarack Slough,1991,8.75,Middle,1996,CHSP,7.5,12,43.00,G. Gibson,,,,,,
997,Tamarack Slough,1991,8.75,Middle,1996,EAWP,6.0,12,43.00,G. Gibson,,,,,,
998,Tamarack Slough,1991,8.75,Middle,1996,EATO,5.0,12,43.00,G. Gibson,,,,,,
999,Tamarack Slough,1991,8.75,Middle,1996,BAOR,4.0,12,43.00,G. Gibson,,,,,,
1000,Tamarack Slough,1991,8.75,Middle,1996,TRES,4.0,12,43.00,G. Gibson,,,,,,
1001,Tamarack Slough,1991,8.75,Middle,1996,AMRE,3.0,12,43.00,G. Gibson,,,,,,
1002,Tamarack Slough,1991,8.75,Middle,1996,BHCO,3.0,12,43.00,G. Gibson,,,,,,
1003,Tamarack Slough,1991,8.75,Middle,1996,BRTH,3.0,12,43.00,G. Gibson,,,,,,
1004,Tamarack Slough,1991,8.75,Middle,1996,EAKI,3.0,12,43.00,G. Gibson,,,,,,
1005,Tamarack Slough,1991,8.75,Middle,1996,NOCA,3.0,12,43.00,G. Gibson,,,,,,
1006,Tamarack Slough,1991,8.75,Middle,1996,REVI,3.0,12,43.00,G. Gibson,,,,,,
1007,Tamarack Slough,1991,8.75,Middle,1996,MODO,2.5,12,43.00,G. Gibson,,,,,,
1008,Tamarack Slough,1991,8.75,Middle,1996,AMWO,2.0,12,43.00,G. Gibson,,,,,,
1009,Tamarack Slough,1991,8.75,Middle,1996,BGGN,2.0,12,43.00,G. Gibson,,,,,,
1010,Tamarack Slough,1991,8.75,Middle,1996,EWPW,2.0,12,43.00,G. Gibson,,,,,,
1011,Tamarack Slough,1991,8.75,Middle,1996,GCFL,2.0,12,43.00,G. Gibson,,,,,,
1012,Tamarack Slough,1991,8.75,Middle,1996,RTHU,1.0,12,43.00,G. Gibson,,,,,,
1013,Tamarack Slough,1991,8.75,Middle,1996,SWSP,2.0,12,43.00,G. Gibson,,,,,,
1014,Tamarack Slough,1991,8.75,Middle,1996,AMGO,1.0,12,43.00,G. Gibson,,,,,,
1015,Tamarack Slough,1991,8.75,Middle,1996,BCCH,1.0,12,43.00,G. Gibson,,,,,,
1016,Tamarack Slough,1991,8.75,Middle,1996,BLJA,1.0,12,43.00,G. Gibson,,,,,,
1017,Tamarack Slough,1991,8.75,Middle,1996,CEDW,1.0,12,43.00,G. Gibson,,,,,,
1018,Tamarack Slough,1991,8.75,Middle,1996,COGR,1.0,12,43.00,G. Gibson,,,,,,
1019,Tamarack Slough,1991,8.75,Middle,1996,MAWR,1.0,12,43.00,G. Gibson,,,,,,
1020,Tamarack Slough,1991,8.75,Middle,1996,WEVI,1.0,12,43.00,G. Gibson,,,,,,
1021,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,TRES,19.0,9,21.75,B. McFarlane,,,,,,
1022,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,RWBL,10.0,9,21.75,B. McFarlane,,,,,,
1023,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,SOSP,6.0,9,21.75,B. McFarlane,,,,,,
1024,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,FISP,5.0,9,21.75,B. McFarlane,,,,,,
1025,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,CHSP,3.0,9,21.75,B. McFarlane,,,,,,
1026,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,EAKI,1.5,9,21.75,B. McFarlane,,,,,,
1027,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,HOWR,1.5,9,21.75,B. McFarlane,,,,,,
1028,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,BHCO,1.0,9,21.75,B. McFarlane,,,,,,
1029,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,BRTH,1.0,9,21.75,B. McFarlane,,,,,,
1030,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,EUST,1.0,9,21.75,B. McFarlane,,,,,,
1031,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,KILL,1.0,9,21.75,B. McFarlane,,,,,,
1032,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,NOMO,1.0,9,21.75,B. McFarlane,,,,,,
1033,Intergrading Dune - Swale Savannah,1991,11.00,Early,1997,SPSA,1.0,9,21.75,B. McFarlane,,,,,,
1034,Red Oak - White Birch Savannah,1991,10.00,Late,1997,EATO,+,10,30.50,G. Gibson,,,,,,
1035,Red Oak - White Birch Savannah,1991,10.00,Late,1997,RBWO,+,10,30.50,G. Gibson,,,,,,
1036,Red Oak - White Birch Savannah,1991,10.00,Late,1997,TRES,14.0,10,30.50,G. Gibson,,,,,,
1037,Red Oak - White Birch Savannah,1991,10.00,Late,1997,RWBL,13.0,10,30.50,G. Gibson,,,,,,
1038,Red Oak - White Birch Savannah,1991,10.00,Late,1997,HOWR,12.0,10,30.50,G. Gibson,,,,,,
1039,Red Oak - White Birch Savannah,1991,10.00,Late,1997,BAOR,11.0,10,30.50,G. Gibson,,,,,,
1040,Red Oak - White Birch Savannah,1991,10.00,Late,1997,EAWP,8.0,10,30.50,G. Gibson,,,,,,
1041,Red Oak - White Birch Savannah,1991,10.00,Late,1997,YWAR,7.5,10,30.50,G. Gibson,,,,,,
1042,Red Oak - White Birch Savannah,1991,10.00,Late,1997,COYE,6.0,10,30.50,G. Gibson,,,,,,
1043,Red Oak - White Birch Savannah,1991,10.00,Late,1997,REVI,5.0,10,30.50,G. Gibson,,,,,,
1044,Red Oak - White Birch Savannah,1991,10.00,Late,1997,EUST,4.0,10,30.50,G. Gibson,,,,,,
1045,Red Oak - White Birch Savannah,1991,10.00,Late,1997,EAKI,3.5,10,30.50,G. Gibson,,,,,,
1046,Red Oak - White Birch Savannah,1991,10.00,Late,1997,CHSP,3.0,10,30.50,G. Gibson,,,,,,
1047,Red Oak - White Birch Savannah,1991,10.00,Late,1997,YSFL,3.0,10,30.50,G. Gibson,,,,,,
1048,Red Oak - White Birch Savannah,1991,10.00,Late,1997,WAVI,3.0,10,30.50,G. Gibson,,,,,,
1049,Red Oak - White Birch Savannah,1991,10.00,Late,1997,GRCA,2.5,10,30.50,G. Gibson,,,,,,
1050,Red Oak - White Birch Savannah,1991,10.00,Late,1997,AMRE,2.0,10,30.50,G. Gibson,,,,,,
1051,Red Oak - White Birch Savannah,1991,10.00,Late,1997,BCCH,2.0,10,30.50,G. Gibson,,,,,,
1052,Red Oak - White Birch Savannah,1991,10.00,Late,1997,BGGN,2.0,10,30.50,G. Gibson,,,,,,
1053,Red Oak - White Birch Savannah,1991,10.00,Late,1997,BLJA,2.0,10,30.50,G. Gibson,,,,,,
1054,Red Oak - White Birch Savannah,1991,10.00,Late,1997,GCFL,2.0,10,30.50,G. Gibson,,,,,,
1055,Red Oak - White Birch Savannah,1991,10.00,Late,1997,YBCU,2.0,10,30.50,G. Gibson,,,,,,
1056,Red Oak - White Birch Savannah,1991,10.00,Late,1997,MODO,1.5,10,30.50,G. Gibson,,,,,,
1057,Red Oak - White Birch Savannah,1991,10.00,Late,1997,AMRO,1.0,10,30.50,G. Gibson,,,,,,
1058,Red Oak - White Birch Savannah,1991,10.00,Late,1997,COGR,1.0,10,30.50,G. Gibson,,,,,,
1059,Red Oak - White Birch Savannah,1991,10.00,Late,1997,DOWO,1.0,10,30.50,G. Gibson,,,,,,
1060,Red Oak - White Birch Savannah,1991,10.00,Late,1997,EWPW,1.0,10,30.50,G. Gibson,,,,,,
1061,Red Oak - White Birch Savannah,1991,10.00,Late,1997,NOCA,1.0,10,30.50,G. Gibson,,,,,,
1062,Red Oak - White Birch Savannah,1991,10.00,Late,1997,RTHA,1.0,10,30.50,G. Gibson,,,,,,
1063,Red Oak - White Birch Savannah,1991,10.00,Late,1997,RTHU,1.0,10,30.50,G. Gibson,,,,,,
